"IND";"MMR#PAK#BTN#CHN#BGD#NPL";"Myanmar#Pakistan#Bhutan#China#Bangladesh#Nepal"
"IRL";"GBR";"United Kingdom"
"IRN";"ARM#TKM#TUR#PAK#AFG#AZE#IRQ";"Armenia#Turkmenistan#Turkey#Pakistan#Afghanistan#Azerbaijan#Iraq"
"IRQ";"JOR#TUR#KWT#SAU#SYR#IRN";"Jordan#Turkey#Kuwait#Saudi Arabia#Syrian Arab Republic#Iran (Islamic Republic of)"
"ISR";"EGY#SYR#LBN#JOR";"Egypt#Syrian Arab Republic#Lebanon#Jordan"
"ITA";"SVN#SMR#FRA#AUT#VAT#CHE";"Slovenia#San Marino#France#Austria#Holy See#Switzerland"
"JOR";"ISR#IRQ#SYR#SAU";"Israel#Iraq#Syrian Arab Republic#Saudi Arabia"
"KAZ";"RUS#TKM#UZB#KGZ#CHN";"Russian Federation#Turkmenistan#Uzbekistan#Kyrgyzstan#China"
"KEN";"ETH#UGA#SOM#TZA#SSD";"Ethiopia#Uganda#Somalia#United Republic of Tanzania#South Sudan "
"KGZ";"KAZ#CHN#TJK#UZB";"Kazakhstan#China#Tajikistan#Uzbekistan"
"KHM";"VNM#LAO#THA";"Viet Nam#Lao People's Democratic Republic#Thailand"
"KOR";"PRK";"Democratic People's Republic of Korea"
"KWT";"IRQ#SAU";"Iraq#Saudi Arabia"
"LAO";"MMR#THA#CHN#KHM#VNM";"Myanmar#Thailand#China#Cambodia#Viet Nam"
"LBN";"ISR#SYR";"Israel#Syrian Arab Republic"
"LBR";"CIV#SLE#GIN";"C̫te d'Ivoire#Sierra Leone#Guinea"
"LBY";"DZA#NER#EGY#TUN#TCD#SDN";"Algeria#Niger#Egypt#Tunisia#Chad#Sudan"
"LIE";"CHE#AUT";"Switzerland#Austria"
"LSO";"ZAF";"South Africa"
"LTU";"LVA#POL#RUS#BLR";"Latvia#Poland#Russian Federation#Belarus"
"LUX";"FRA#BEL#DEU";"France#Belgium#Germany"
"LVA";"RUS#BLR#EST#LTU";"Russian Federation#Belarus#Estonia#Lithuania"
"MAR";"DZA#ESP";"Algeria#Spain"
"MCO";"FRA";"France"
"MDA";"UKR#ROU";"Ukraine#Romania"
"MEX";"BLZ#GTM#USA";"Belize#Guatemala#United States of America"
"MKD";"GRC#BGR#SRB#ALB";"Greece#Bulgaria#Serbia#Albania"
"MLI";"BFA#DZA#NER#GIN#CIV#SEN#MRT";"Burkina Faso#Algeria#Niger#Guinea#C̫te d'Ivoire#Senegal#Mauritania"
"MMR";"LAO#CHN#THA#BGD#IND";"Lao People's Democratic Republic#China#Thailand#Bangladesh#India"
"MNE";"HRV#BIH#SRB#ALB";"Croatia#Bosnia and Herzegovina#Serbia#Albania"
"MNG";"CHN#RUS";"China#Russian Federation"
"MOZ";"ZAF#SWZ#ZMB#MWI#ZWE#TZA";"South Africa#Swaziland#Zambia#Malawi#Zimbabwe#United Republic of Tanzania"
"MRT";"SEN#DZA#MLI";"Senegal#Algeria#Mali"
"MWI";"ZMB#TZA#MOZ";"Zambia#United Republic of Tanzania#Mozambique"
"MYS";"IDN#BRN#THA";"Indonesia#Brunei Darussalam#Thailand"
"NAM";"BWA#AGO#ZMB#ZAF";"Botswana#Angola#Zambia#South Africa"
"NER";"BEN#LBY#NGA#BFA#MLI#TCD#DZA";"Benin#Libyan Arab Jamahiriya#Nigeria#Burkina Faso#Mali#Chad#Algeria"
"NGA";"BEN#CMR#NER#TCD";"Benin#Cameroon#Niger#Chad"
"NIC";"HND#CRI";"Honduras#Costa Rica"
"NLD";"DEU#BEL";"Germany#Belgium"
"NOR";"FIN#SWE#RUS";"Finland#Sweden#Russian Federation"
"NPL";"IND#CHN";"India#China"
"OMN";"SAU#YEM#ARE";"Saudi Arabia#Yemen#United Arab Emirates"
"PAK";"CHN#IRN#IND#AFG";"China#Iran (Islamic Republic of)#India#Afghanistan"
"PAN";"CRI#COL";"Costa Rica#Colombia"
"PER";"BOL#CHL#ECU#BRA#COL";"Bolivia (Plurinational State of)#Chile#Ecuador#Brazil#Colombia"
"PNG";"IDN";"Indonesia"
"POL";"DEU#BLR#SVK#CZE#LTU#RUS#UKR";"Germany#Belarus#Slovakia#Czech Republic#Lithuania#Russian Federation#Ukraine"
"PRK";"KOR#CHN#RUS";"Republic of Korea#China#Russian Federation"
"PRT";"ESP";"Spain"
"PRY";"BOL#ARG#BRA";"Bolivia (Plurinational State of)#Argentina#Brazil"
"QAT";"SAU";"Saudi Arabia"
"ROU";"BGR#UKR#SRB#HUN#MDA";"Bulgaria#Ukraine#Serbia#Hungary#Republic of Moldova"
"RUS";"UKR#LTU#MNG#NOR#POL#PRK#GEO#FIN#EST#AZE#KAZ#CHN#BLR#LVA";"Ukraine#Lithuania#Mongolia#Norway#Poland#Democratic People's Republic of Korea#Georgia#Finland#Estonia#Azerbaijan#Kazakhstan#China#Belarus#Latvia"
"RWA";"UGA#TZA#COD#BDI";"Uganda#United Republic of Tanzania#Democratic Republic of the Congo#Burundi"
"SAU";"JOR#QAT#IRQ#ARE#OMN#YEM#KWT";"Jordan#Qatar#Iraq#United Arab Emirates#Oman#Yemen#Kuwait"
"SDN";"CAF#LBY#SSD#ETH#ERI#EGY#TCD#CAF#KEN#TCD#ERI#UGA#COD#LBY#ETH#EGY";"Central African Republic#Libyan Arab Jamahiriya#South Sudan #Ethiopia#Eritrea#Egypt#Chad#Central African Republic#Kenya#Chad#Eritrea#Uganda#Democratic Republic of the Congo#Libyan Arab Jamahiriya#Ethiopia#Egypt"
"SEN";"MRT#GMB#GIN#GNB#MLI";"Mauritania#Gambia#Guinea#Guinea-Bissau#Mali"
"SLE";"GIN#LBR";"Guinea#Liberia"
"SLV";"HND#GTM";"Honduras#Guatemala"
"SMR";"ITA";"Italy"
"SOM";"DJI#KEN#ETH";"Djibouti#Kenya#Ethiopia"
"SRB";"HRV#ALB#HUN#MKD#BGR#BIH#ROU#MNE";"Croatia#Albania#Hungary#The former Yugoslav Republic of Macedonia#Bulgaria#Bosnia and Herzegovina#Romania#Montenegro"
"SSD";"UGA#SDN#KEN#COD#ETH#CAF";"Uganda#Sudan#Kenya#Democratic Republic of the Congo#Ethiopia#Central African Republic"
"SUR";"BRA#GUY";"Brazil#Guyana"
"SVK";"HUN#AUT#UKR#POL#CZE";"Hungary#Austria#Ukraine#Poland#Czech Republic"
"SVN";"ITA#AUT#HRV#HUN";"Italy#Austria#Croatia#Hungary"
"SWE";"FIN#NOR";"Finland#Norway"
"SWZ";"MOZ#ZAF";"Mozambique#South Africa"
"SYR";"IRQ#ISR#LBN#JOR#TUR";"Iraq#Israel#Lebanon#Jordan#Turkey"
"TCD";"LBY#NGA#CMR#NER#SDN#CAF";"Libyan Arab Jamahiriya#Nigeria#Cameroon#Niger#Sudan#Central African Republic"
"TGO";"BFA#GHA#BEN";"Burkina Faso#Ghana#Benin"
"THA";"LAO#KHM#MMR#MYS";"Lao People's Democratic Republic#Cambodia#Myanmar#Malaysia"
"TJK";"CHN#KGZ#AFG#UZB";"China#Kyrgyzstan#Afghanistan#Uzbekistan"
"TKM";"AFG#IRN#KAZ#UZB";"Afghanistan#Iran (Islamic Republic of)#Kazakhstan#Uzbekistan"
"TLS";"IDN";"Indonesia"
"TUN";"LBY#DZA";"Libyan Arab Jamahiriya#Algeria"
"TUR";"IRQ#BGR#IRN#AZE#GEO#SYR#ARM#GRC";"Iraq#Bulgaria#Iran (Islamic Republic of)#Azerbaijan#Georgia#Syrian Arab Republic#Armenia#Greece"
"TZA";"UGA#RWA#MOZ#ZMB#KEN#MWI#BDI#COD";"Uganda#Rwanda#Mozambique#Zambia#Kenya#Malawi#Burundi#Democratic Republic of the Congo"
"UGA";"COD#TZA#SSD#KEN#RWA";"Democratic Republic of the Congo#United Republic of Tanzania#South Sudan #Kenya#Rwanda"
"UKR";"HUN#BLR#POL#RUS#ROU#SVK#MDA";"Hungary#Belarus#Poland#Russian Federation#Romania#Slovakia#Republic of Moldova"
"URY";"ARG#BRA";"Argentina#Brazil"
"USA";"MEX#CAN";"Mexico#Canada"
"UZB";"KGZ#TKM#AFG#TJK#KAZ";"Kyrgyzstan#Turkmenistan#Afghanistan#Tajikistan#Kazakhstan"
"VAT";"ITA";"Italy"
"VEN";"COL#GUY#BRA";"Colombia#Guyana#Brazil"
"VNM";"KHM#LAO#CHN";"Cambodia#Lao People's Democratic Republic#China"
"YEM";"OMN#SAU";"Oman#Saudi Arabia"
"ZAF";"LSO#BWA#NAM#MOZ#ZWE#SWZ";"Lesotho#Botswana#Namibia#Mozambique#Zimbabwe#Swaziland"
"ZMB";"ZWE#MWI#MOZ#AGO#NAM#TZA#COD";"Zimbabwe#Malawi#Mozambique#Angola#Namibia#United Republic of Tanzania#Democratic Republic of the Congo"
"ZWE";"ZMB#BWA#ZAF#MOZ";"Zambia#Botswana#South Africa#Mozambique"
