"ECU";"2009";"57249";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"EGY";"2009";"188413";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ERI";"2009";"1873";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ESP";"2009";"1460250";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"EST";"2009";"19084";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ETH";"2009";"28526";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"FIN";"2009";"237989";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"FJI";"2009";"2825";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"FRA";"2009";"2649390";"http://aims.fao.org/aos/geopolitical.owl";"Data include the French overseas departments of French Guiana, Guadeloupe, Martinique, and R̩union. Estimated";"millions of US dollars"
"FSM";"2009";"274";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GAB";"2009";"11062";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GBR";"2009";"2174530";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GEO";"2009";"10744";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GHA";"2009";"26169";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GIN";"2009";"4103";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GMB";"2009";"733";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GNB";"2009";"837";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GNQ";"2009";"10413";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GRC";"2009";"329924";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GRD";"2009";"627";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GTM";"2009";"37322";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"GUY";"2009";"2026";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"HND";"2009";"14318";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"HRV";"2009";"63034";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"HTI";"2009";"6479";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"HUN";"2009";"128964";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"IDN";"2009";"540274";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"IND";"2009";"1377265";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"IRL";"2009";"227193";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"IRN";"2009";"331015";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"IRQ";"2009";"65837";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ISL";"2009";"12133";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ISR";"2009";"195392";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ITA";"2009";"2112780";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"JAM";"2009";"12070";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"JOR";"2009";"25092";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"JPN";"2009";"5068996";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"KAZ";"2009";"115306";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"KEN";"2009";"29376";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"KGZ";"2009";"4578";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"KHM";"2009";"10447";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"KIR";"2009";"128";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"KNA";"2009";"545";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"KOR";"2009";"832512";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"KWT";"2008";"148024";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LAO";"2009";"5939";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LBN";"2009";"34528";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LBR";"2009";"876";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LCA";"2009";"946";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LIE";"2009";"4826";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LKA";"2009";"41979";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LSO";"2009";"1579";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LTU";"2009";"37206";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LUX";"2009";"52296";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"LVA";"2009";"26195";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MAR";"2009";"91375";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MCO";"2009";"6109";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MDA";"2009";"5405";"http://aims.fao.org/aos/geopolitical.owl";"Estimated Excludes data for Transnistria.";"millions of US dollars"
"MDG";"2009";"8590";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MDV";"2009";"1473";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MEX";"2009";"874810";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MHL";"2009";"153";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MKD";"2009";"9221";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MLI";"2009";"8996";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MLT";"2009";"7987";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MMR";"2008";"0";"http://data.worldbank.org/indicator/NY.GDP.MKTP.CD";"Estimated";"millions of US dollars"
"MNE";"2009";"4141";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MNG";"2009";"4202";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MOZ";"2009";"9790";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MRT";"2009";"3024";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MUS";"2009";"8589";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MWI";"2009";"4727";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"MYS";"2009";"193093";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"NAM";"2009";"9265";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"NER";"2009";"5383";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"NGA";"2009";"173004";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"NIC";"2009";"6140";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"NLD";"2009";"792128";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"NOR";"2009";"381766";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"NPL";"2009";"12531";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"NZL";"2009";"126679";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"OMN";"2009";"46114";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"PAK";"2009";"161990";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"PAN";"2009";"24711";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"PER";"2009";"130325";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"PHL";"2009";"161196";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"PLW";"2009";"165";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"PNG";"2009";"7893";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"POL";"2009";"430076";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"PRT";"2009";"232874";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"PRY";"2009";"14236";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"QAT";"2009";"98313";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ROU";"2009";"161110";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"RUS";"2009";"1231893";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"RWA";"2009";"5216";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SAU";"2009";"375766";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SDN";"2009";"54681";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SEN";"2009";"12822";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SGP";"2009";"182232";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SLB";"2009";"657";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SLE";"2009";"1942";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SLV";"2009";"21101";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SMR";"2008";"1900";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SOM";"1990";"917";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SRB";"2009";"42984";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"STP";"2009";"191";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SUR";"2008";"3033";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SVK";"2009";"87642";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SVN";"2009";"48477";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SWE";"2009";"406072";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SWZ";"2009";"3001";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SYC";"2009";"764";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"SYR";"2009";"52177";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TCD";"2009";"6839";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TGO";"2009";"2855";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"THA";"2009";"263772";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TJK";"2009";"4978";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TKM";"2009";"19947";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TLS";"2009";"558";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TON";"2009";"311";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TTO";"2009";"21204";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TUN";"2009";"39561";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TUR";"2009";"614603";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"TZA";"2009";"21368";"http://aims.fao.org/aos/geopolitical.owl";"Data refer to mainland Tanzania only. Estimated";"millions of US dollars"
"UGA";"2009";"16043";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"UKR";"2009";"113545";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"URY";"2009";"31511";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"USA";"2009";"14119000";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"UZB";"2009";"32104";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"VCT";"2009";"583";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"VEN";"2009";"326133";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"VNM";"2009";"97180";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"VUT";"2009";"648";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"WSM";"2009";"496";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"YEM";"2009";"26365";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ZAF";"2009";"285366";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ZMB";"2009";"12805";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
"ZWE";"2009";"5625";"http://aims.fao.org/aos/geopolitical.owl";"Estimated";"millions of US dollars"
