"Bangladesh";"BGD";"DZA"
"Nepal";"NPL";"DZA"
"Myanmar";"MMR";"ECU"
"Pakistan";"PAK";"ECU"
"Bhutan";"BTN";"ECU"
"China";"CHN";"ECU"
"Bangladesh";"BGD";"ECU"
"Nepal";"NPL";"ECU"
"Myanmar";"MMR";"EGY"
"Pakistan";"PAK";"EGY"
"Bhutan";"BTN";"EGY"
"China";"CHN";"EGY"
"Bangladesh";"BGD";"EGY"
"Nepal";"NPL";"EGY"
"Myanmar";"MMR";"ERI"
"Pakistan";"PAK";"ERI"
"Bhutan";"BTN";"ERI"
"China";"CHN";"ERI"
"Bangladesh";"BGD";"ERI"
"Nepal";"NPL";"ERI"
"Myanmar";"MMR";"ESP"
"Pakistan";"PAK";"ESP"
"Bhutan";"BTN";"ESP"
"China";"CHN";"ESP"
"Bangladesh";"BGD";"ESP"
"Nepal";"NPL";"ESP"
"Myanmar";"MMR";"EST"
"Pakistan";"PAK";"EST"
"Bhutan";"BTN";"EST"
"China";"CHN";"EST"
"Bangladesh";"BGD";"EST"
"Nepal";"NPL";"EST"
"Myanmar";"MMR";"ETH"
"Pakistan";"PAK";"ETH"
"Bhutan";"BTN";"ETH"
"China";"CHN";"ETH"
"Bangladesh";"BGD";"ETH"
"Nepal";"NPL";"ETH"
"Myanmar";"MMR";"FIN"
"Pakistan";"PAK";"FIN"
"Bhutan";"BTN";"FIN"
"China";"CHN";"FIN"
"Bangladesh";"BGD";"FIN"
"Nepal";"NPL";"FIN"
"Myanmar";"MMR";"FJI"
"Pakistan";"PAK";"FJI"
"Bhutan";"BTN";"FJI"
"China";"CHN";"FJI"
"Bangladesh";"BGD";"FJI"
"Nepal";"NPL";"FJI"
"Myanmar";"MMR";"FRA"
"Pakistan";"PAK";"FRA"
"Bhutan";"BTN";"FRA"
"China";"CHN";"FRA"
"Bangladesh";"BGD";"FRA"
"Nepal";"NPL";"FRA"
"Myanmar";"MMR";"FRO"
"Pakistan";"PAK";"FRO"
"Bhutan";"BTN";"FRO"
"China";"CHN";"FRO"
"Bangladesh";"BGD";"FRO"
"Nepal";"NPL";"FRO"
"Myanmar";"MMR";"FSM"
"Pakistan";"PAK";"FSM"
"Bhutan";"BTN";"FSM"
"China";"CHN";"FSM"
"Bangladesh";"BGD";"FSM"
"Nepal";"NPL";"FSM"
"Myanmar";"MMR";"GAB"
"Pakistan";"PAK";"GAB"
"Bhutan";"BTN";"GAB"
"China";"CHN";"GAB"
"Bangladesh";"BGD";"GAB"
"Nepal";"NPL";"GAB"
"Myanmar";"MMR";"GBR"
"Pakistan";"PAK";"GBR"
"Bhutan";"BTN";"GBR"
"China";"CHN";"GBR"
"Bangladesh";"BGD";"GBR"
"Nepal";"NPL";"GBR"
"Myanmar";"MMR";"GEO"
"Pakistan";"PAK";"GEO"
"Bhutan";"BTN";"GEO"
"China";"CHN";"GEO"
"Bangladesh";"BGD";"GEO"
"Nepal";"NPL";"GEO"
"Myanmar";"MMR";"GHA"
"Pakistan";"PAK";"GHA"
"Bhutan";"BTN";"GHA"
"China";"CHN";"GHA"
"Bangladesh";"BGD";"GHA"
"Nepal";"NPL";"GHA"
"Myanmar";"MMR";"GIN"
"Pakistan";"PAK";"GIN"
"Bhutan";"BTN";"GIN"
"China";"CHN";"GIN"
"Bangladesh";"BGD";"GIN"
"Nepal";"NPL";"GIN"
"Myanmar";"MMR";"GMB"
"Pakistan";"PAK";"GMB"
"Bhutan";"BTN";"GMB"
"China";"CHN";"GMB"
"Bangladesh";"BGD";"GMB"
"Nepal";"NPL";"GMB"
"Myanmar";"MMR";"GNB"
"Pakistan";"PAK";"GNB"
"Bhutan";"BTN";"GNB"
"China";"CHN";"GNB"
"Bangladesh";"BGD";"GNB"
"Nepal";"NPL";"GNB"
"Myanmar";"MMR";"GNQ"
"Pakistan";"PAK";"GNQ"
"Bhutan";"BTN";"GNQ"
"China";"CHN";"GNQ"
"Bangladesh";"BGD";"GNQ"
"Nepal";"NPL";"GNQ"
"Myanmar";"MMR";"GRC"
"Pakistan";"PAK";"GRC"
"Bhutan";"BTN";"GRC"
"China";"CHN";"GRC"
"Bangladesh";"BGD";"GRC"
"Nepal";"NPL";"GRC"
"Myanmar";"MMR";"GRD"
"Pakistan";"PAK";"GRD"
"Bhutan";"BTN";"GRD"
"China";"CHN";"GRD"
"Bangladesh";"BGD";"GRD"
"Nepal";"NPL";"GRD"
"Myanmar";"MMR";"GTM"
"Pakistan";"PAK";"GTM"
"Bhutan";"BTN";"GTM"
"China";"CHN";"GTM"
"Bangladesh";"BGD";"GTM"
"Nepal";"NPL";"GTM"
"Myanmar";"MMR";"GUY"
"Pakistan";"PAK";"GUY"
"Bhutan";"BTN";"GUY"
"China";"CHN";"GUY"
"Bangladesh";"BGD";"GUY"
"Nepal";"NPL";"GUY"
"Myanmar";"MMR";"HND"
"Pakistan";"PAK";"HND"
"Bhutan";"BTN";"HND"
"China";"CHN";"HND"
"Bangladesh";"BGD";"HND"
"Nepal";"NPL";"HND"
"Myanmar";"MMR";"HRV"
"Pakistan";"PAK";"HRV"
"Bhutan";"BTN";"HRV"
"China";"CHN";"HRV"
"Bangladesh";"BGD";"HRV"
"Nepal";"NPL";"HRV"
"Myanmar";"MMR";"HTI"
"Pakistan";"PAK";"HTI"
"Bhutan";"BTN";"HTI"
"China";"CHN";"HTI"
"Bangladesh";"BGD";"HTI"
"Nepal";"NPL";"HTI"
"Myanmar";"MMR";"HUN"
"Pakistan";"PAK";"HUN"
"Bhutan";"BTN";"HUN"
"China";"CHN";"HUN"
"Bangladesh";"BGD";"HUN"
"Nepal";"NPL";"HUN"
"Myanmar";"MMR";"IDN"
"Pakistan";"PAK";"IDN"
"Bhutan";"BTN";"IDN"
"China";"CHN";"IDN"
"Bangladesh";"BGD";"IDN"
"Nepal";"NPL";"IDN"
"Myanmar";"MMR";"IND"
"Pakistan";"PAK";"IND"
"Bhutan";"BTN";"IND"
"China";"CHN";"IND"
"Bangladesh";"BGD";"IND"
"Nepal";"NPL";"IND"
"Myanmar";"MMR";"IRL"
"Pakistan";"PAK";"IRL"
"Bhutan";"BTN";"IRL"
"China";"CHN";"IRL"
"Bangladesh";"BGD";"IRL"
"Nepal";"NPL";"IRL"
"Myanmar";"MMR";"IRN"
"Pakistan";"PAK";"IRN"
"Bhutan";"BTN";"IRN"
"China";"CHN";"IRN"
"Bangladesh";"BGD";"IRN"
"Nepal";"NPL";"IRN"
"Myanmar";"MMR";"IRQ"
"Pakistan";"PAK";"IRQ"
"Bhutan";"BTN";"IRQ"
"China";"CHN";"IRQ"
"Bangladesh";"BGD";"IRQ"
"Nepal";"NPL";"IRQ"
"Myanmar";"MMR";"ISL"
"Pakistan";"PAK";"ISL"
"Bhutan";"BTN";"ISL"
"China";"CHN";"ISL"
"Bangladesh";"BGD";"ISL"
"Nepal";"NPL";"ISL"
"Myanmar";"MMR";"ISR"
"Pakistan";"PAK";"ISR"
"Bhutan";"BTN";"ISR"
"China";"CHN";"ISR"
"Bangladesh";"BGD";"ISR"
"Nepal";"NPL";"ISR"
"Myanmar";"MMR";"ITA"
"Pakistan";"PAK";"ITA"
"Bhutan";"BTN";"ITA"
"China";"CHN";"ITA"
"Bangladesh";"BGD";"ITA"
"Nepal";"NPL";"ITA"
"Myanmar";"MMR";"JAM"
"Pakistan";"PAK";"JAM"
"Bhutan";"BTN";"JAM"
"China";"CHN";"JAM"
"Bangladesh";"BGD";"JAM"
"Nepal";"NPL";"JAM"
"Myanmar";"MMR";"JOR"
"Pakistan";"PAK";"JOR"
"Bhutan";"BTN";"JOR"
"China";"CHN";"JOR"
"Bangladesh";"BGD";"JOR"
"Nepal";"NPL";"JOR"
"Myanmar";"MMR";"JPN"
"Pakistan";"PAK";"JPN"
"Bhutan";"BTN";"JPN"
"China";"CHN";"JPN"
"Bangladesh";"BGD";"JPN"
"Nepal";"NPL";"JPN"
"Myanmar";"MMR";"KAZ"
"Pakistan";"PAK";"KAZ"
"Bhutan";"BTN";"KAZ"
"China";"CHN";"KAZ"
"Bangladesh";"BGD";"KAZ"
"Nepal";"NPL";"KAZ"
"Myanmar";"MMR";"KEN"
"Pakistan";"PAK";"KEN"
"Bhutan";"BTN";"KEN"
"China";"CHN";"KEN"
"Bangladesh";"BGD";"KEN"
"Nepal";"NPL";"KEN"
"Myanmar";"MMR";"KGZ"
"Pakistan";"PAK";"KGZ"
"Bhutan";"BTN";"KGZ"
"China";"CHN";"KGZ"
"Bangladesh";"BGD";"KGZ"
"Nepal";"NPL";"KGZ"
"Myanmar";"MMR";"KHM"
"Pakistan";"PAK";"KHM"
"Bhutan";"BTN";"KHM"
"China";"CHN";"KHM"
"Bangladesh";"BGD";"KHM"
"Nepal";"NPL";"KHM"
"Myanmar";"MMR";"KIR"
"Pakistan";"PAK";"KIR"
"Bhutan";"BTN";"KIR"
"China";"CHN";"KIR"
"Bangladesh";"BGD";"KIR"
"Nepal";"NPL";"KIR"
"Myanmar";"MMR";"KNA"
"Pakistan";"PAK";"KNA"
"Bhutan";"BTN";"KNA"
"China";"CHN";"KNA"
"Bangladesh";"BGD";"KNA"
"Nepal";"NPL";"KNA"
"Myanmar";"MMR";"KOR"
"Pakistan";"PAK";"KOR"
"Bhutan";"BTN";"KOR"
"China";"CHN";"KOR"
"Bangladesh";"BGD";"KOR"
"Nepal";"NPL";"KOR"
"Myanmar";"MMR";"KWT"
"Pakistan";"PAK";"KWT"
"Bhutan";"BTN";"KWT"
"China";"CHN";"KWT"
"Bangladesh";"BGD";"KWT"
"Nepal";"NPL";"KWT"
"Myanmar";"MMR";"LAO"
"Pakistan";"PAK";"LAO"
"Bhutan";"BTN";"LAO"
"China";"CHN";"LAO"
"Bangladesh";"BGD";"LAO"
"Nepal";"NPL";"LAO"
"Myanmar";"MMR";"LBN"
"Pakistan";"PAK";"LBN"
"Bhutan";"BTN";"LBN"
"China";"CHN";"LBN"
"Bangladesh";"BGD";"LBN"
"Nepal";"NPL";"LBN"
"Myanmar";"MMR";"LBR"
"Pakistan";"PAK";"LBR"
"Bhutan";"BTN";"LBR"
"China";"CHN";"LBR"
"Bangladesh";"BGD";"LBR"
"Nepal";"NPL";"LBR"
"Myanmar";"MMR";"LBY"
"Pakistan";"PAK";"LBY"
"Bhutan";"BTN";"LBY"
"China";"CHN";"LBY"
"Bangladesh";"BGD";"LBY"
"Nepal";"NPL";"LBY"
"Myanmar";"MMR";"LCA"
"Pakistan";"PAK";"LCA"
"Bhutan";"BTN";"LCA"
"China";"CHN";"LCA"
"Bangladesh";"BGD";"LCA"
"Nepal";"NPL";"LCA"
"Myanmar";"MMR";"LIE"
"Pakistan";"PAK";"LIE"
"Bhutan";"BTN";"LIE"
"China";"CHN";"LIE"
"Bangladesh";"BGD";"LIE"
"Nepal";"NPL";"LIE"
"Myanmar";"MMR";"LKA"
"Pakistan";"PAK";"LKA"
"Bhutan";"BTN";"LKA"
"China";"CHN";"LKA"
"Bangladesh";"BGD";"LKA"
"Nepal";"NPL";"LKA"
"Myanmar";"MMR";"LSO"
"Pakistan";"PAK";"LSO"
"Bhutan";"BTN";"LSO"
"China";"CHN";"LSO"
"Bangladesh";"BGD";"LSO"
"Nepal";"NPL";"LSO"
"Myanmar";"MMR";"LTU"
"Pakistan";"PAK";"LTU"
"Bhutan";"BTN";"LTU"
"China";"CHN";"LTU"
"Bangladesh";"BGD";"LTU"
"Nepal";"NPL";"LTU"
"Myanmar";"MMR";"LUX"
"Pakistan";"PAK";"LUX"
"Bhutan";"BTN";"LUX"
"China";"CHN";"LUX"
"Bangladesh";"BGD";"LUX"
"Nepal";"NPL";"LUX"
"Myanmar";"MMR";"LVA"
"Pakistan";"PAK";"LVA"
"Bhutan";"BTN";"LVA"
"China";"CHN";"LVA"
"Bangladesh";"BGD";"LVA"
"Nepal";"NPL";"LVA"
"Myanmar";"MMR";"MAR"
"Pakistan";"PAK";"MAR"
"Bhutan";"BTN";"MAR"
"China";"CHN";"MAR"
"Bangladesh";"BGD";"MAR"
"Nepal";"NPL";"MAR"
"Myanmar";"MMR";"MCO"
"Pakistan";"PAK";"MCO"
"Bhutan";"BTN";"MCO"
"China";"CHN";"MCO"
"Bangladesh";"BGD";"MCO"
"Nepal";"NPL";"MCO"
"Myanmar";"MMR";"MDA"
"Pakistan";"PAK";"MDA"
"Bhutan";"BTN";"MDA"
"China";"CHN";"MDA"
"Bangladesh";"BGD";"MDA"
"Nepal";"NPL";"MDA"
"Myanmar";"MMR";"MDG"
"Pakistan";"PAK";"MDG"
"Bhutan";"BTN";"MDG"
"China";"CHN";"MDG"
"Bangladesh";"BGD";"MDG"
"Nepal";"NPL";"MDG"
"Myanmar";"MMR";"MDV"
"Pakistan";"PAK";"MDV"
"Bhutan";"BTN";"MDV"
"China";"CHN";"MDV"
"Bangladesh";"BGD";"MDV"
"Nepal";"NPL";"MDV"
"Myanmar";"MMR";"MEX"
"Pakistan";"PAK";"MEX"
"Bhutan";"BTN";"MEX"
"China";"CHN";"MEX"
"Bangladesh";"BGD";"MEX"
"Nepal";"NPL";"MEX"
"Myanmar";"MMR";"MHL"
"Pakistan";"PAK";"MHL"
"Bhutan";"BTN";"MHL"
"China";"CHN";"MHL"
"Bangladesh";"BGD";"MHL"
"Nepal";"NPL";"MHL"
"Myanmar";"MMR";"MKD"
"Pakistan";"PAK";"MKD"
"Bhutan";"BTN";"MKD"
"China";"CHN";"MKD"
"Bangladesh";"BGD";"MKD"
"Nepal";"NPL";"MKD"
"Myanmar";"MMR";"MLI"
"Pakistan";"PAK";"MLI"
"Bhutan";"BTN";"MLI"
"China";"CHN";"MLI"
"Bangladesh";"BGD";"MLI"
"Nepal";"NPL";"MLI"
"Myanmar";"MMR";"MLT"
"Pakistan";"PAK";"MLT"
"Bhutan";"BTN";"MLT"
"China";"CHN";"MLT"
"Bangladesh";"BGD";"MLT"
"Nepal";"NPL";"MLT"
"Myanmar";"MMR";"MMR"
"Pakistan";"PAK";"MMR"
"Bhutan";"BTN";"MMR"
"China";"CHN";"MMR"
"Bangladesh";"BGD";"MMR"
"Nepal";"NPL";"MMR"
"Myanmar";"MMR";"MNE"
"Pakistan";"PAK";"MNE"
"Bhutan";"BTN";"MNE"
"China";"CHN";"MNE"
"Bangladesh";"BGD";"MNE"
"Nepal";"NPL";"MNE"
"Myanmar";"MMR";"MNG"
"Pakistan";"PAK";"MNG"
"Bhutan";"BTN";"MNG"
"China";"CHN";"MNG"
"Bangladesh";"BGD";"MNG"
"Nepal";"NPL";"MNG"
"Myanmar";"MMR";"MOZ"
"Pakistan";"PAK";"MOZ"
"Bhutan";"BTN";"MOZ"
"China";"CHN";"MOZ"
"Bangladesh";"BGD";"MOZ"
"Nepal";"NPL";"MOZ"
"Myanmar";"MMR";"MRT"
"Pakistan";"PAK";"MRT"
"Bhutan";"BTN";"MRT"
"China";"CHN";"MRT"
"Bangladesh";"BGD";"MRT"
"Nepal";"NPL";"MRT"
"Myanmar";"MMR";"MUS"
"Pakistan";"PAK";"MUS"
"Bhutan";"BTN";"MUS"
"China";"CHN";"MUS"
"Bangladesh";"BGD";"MUS"
"Nepal";"NPL";"MUS"
"Myanmar";"MMR";"MWI"
"Pakistan";"PAK";"MWI"
"Bhutan";"BTN";"MWI"
"China";"CHN";"MWI"
"Bangladesh";"BGD";"MWI"
"Nepal";"NPL";"MWI"
"Myanmar";"MMR";"MYS"
"Pakistan";"PAK";"MYS"
"Bhutan";"BTN";"MYS"
"China";"CHN";"MYS"
"Bangladesh";"BGD";"MYS"
"Nepal";"NPL";"MYS"
"Myanmar";"MMR";"NAM"
"Pakistan";"PAK";"NAM"
"Bhutan";"BTN";"NAM"
"China";"CHN";"NAM"
"Bangladesh";"BGD";"NAM"
"Nepal";"NPL";"NAM"
"Myanmar";"MMR";"NER"
"Pakistan";"PAK";"NER"
"Bhutan";"BTN";"NER"
"China";"CHN";"NER"
"Bangladesh";"BGD";"NER"
"Nepal";"NPL";"NER"
"Myanmar";"MMR";"NGA"
"Pakistan";"PAK";"NGA"
"Bhutan";"BTN";"NGA"
"China";"CHN";"NGA"
"Bangladesh";"BGD";"NGA"
"Nepal";"NPL";"NGA"
"Myanmar";"MMR";"NIC"
"Pakistan";"PAK";"NIC"
"Bhutan";"BTN";"NIC"
"China";"CHN";"NIC"
"Bangladesh";"BGD";"NIC"
"Nepal";"NPL";"NIC"
"Myanmar";"MMR";"NIU"
"Pakistan";"PAK";"NIU"
"Bhutan";"BTN";"NIU"
"China";"CHN";"NIU"
"Bangladesh";"BGD";"NIU"
"Nepal";"NPL";"NIU"
"Myanmar";"MMR";"NLD"
"Pakistan";"PAK";"NLD"
"Bhutan";"BTN";"NLD"
"China";"CHN";"NLD"
"Bangladesh";"BGD";"NLD"
"Nepal";"NPL";"NLD"
"Myanmar";"MMR";"NOR"
"Pakistan";"PAK";"NOR"
"Bhutan";"BTN";"NOR"
"China";"CHN";"NOR"
"Bangladesh";"BGD";"NOR"
"Nepal";"NPL";"NOR"
"Myanmar";"MMR";"NPL"
"Pakistan";"PAK";"NPL"
"Bhutan";"BTN";"NPL"
"China";"CHN";"NPL"
"Bangladesh";"BGD";"NPL"
"Nepal";"NPL";"NPL"
"Myanmar";"MMR";"NRU"
"Pakistan";"PAK";"NRU"
"Bhutan";"BTN";"NRU"
"China";"CHN";"NRU"
"Bangladesh";"BGD";"NRU"
"Nepal";"NPL";"NRU"
"Myanmar";"MMR";"NZL"
"Pakistan";"PAK";"NZL"
"Bhutan";"BTN";"NZL"
"China";"CHN";"NZL"
"Bangladesh";"BGD";"NZL"
